Left_distance_reading, Front_distance_reading, Left_motor_speed, Right_motor_speed
504.021,1772.42,115,128.88
504.076,1754.76,115,128.895
505.846,1745.46,115,129.349
500.849,1728,115,128.065
499.924,1718.8,115,127.828
499.924,1715.15,115,127.828
1144.23,1710.42,115,293.378
1139.57,1698.61,115,292.181
1142.1,1693.58,115,292.832
1135.87,1682.4,115,291.229
1135.8,1692.72,115,291.211
934.024,1688.41,115,239.367
732.069,1700.53,115,187.476
648.419,1720.81,115,165.983
580.475,1741.44,115,148.525
579.415,1747.49,115,148.252
579.213,1735.5,115,148.201
534.595,1746,115,136.736
570.209,1740.86,115,145.887
570.085,1747.9,115,145.855
602.405,1736.95,115,154.16
626.674,1728.33,115,160.395
664.122,1728.44,115,170.018
696.064,1725.49,115,178.225
714.156,1717.36,115,182.873
734.141,1720.5,115,188.009
756.407,1735.83,115,193.729
761.223,1747.41,115,194.967
751.264,1767.39,115,192.408
752.999,1781.74,115,192.854
749.369,1792.51,115,191.921
749.369,1815.49,115,191.921
742.71,1811.81,115,190.21
726.955,1831.12,115,186.162
731.083,1877.13,115,187.223
739.724,1908.08,115,189.443
731.214,1931.02,115,187.256
737.429,1946.77,115,188.853
746.576,1979.56,115,191.204
737.2,2006.81,115,188.794
746.506,2036.81,115,191.186
740.63,2097.39,115,189.676
730.833,2141.9,115,187.159
747.756,2190.09,115,191.507
730.857,2243.69,115,187.165
742.619,2246.63,115,190.187
731.472,2305.09,115,187.323
727.212,2298.49,115,186.228
725.942,2301.37,115,185.902
740.093,2301.37,115,189.538
737.155,2310.25,115,188.783
742.301,2309.1,115,190.105
741.835,2312.75,115,189.985
740.867,2323.22,115,189.737
740.639,2332.61,115,189.678
748.023,2344.53,115,191.575
740.932,2356.68,115,189.753
752.523,2366.61,115,192.731
746.516,2385.07,115,191.188
745.999,2388.75,115,191.055
740.672,2402.33,115,189.686
749.309,2438.27,115,191.906
750.503,2458.65,115,192.213
745.76,2486.85,115,190.994
740.045,2488.72,115,189.525
749.542,2560.3,115,191.966
743.443,2559.65,115,190.399
740.682,2598.04,115,189.689
740.017,2621.21,115,189.518
738.921,2663.11,115,189.237
732.883,2681.25,115,187.685
732.883,2704.39,115,187.685
734.144,2720.06,115,188.009
734.144,2755.72,115,188.009
736.598,2759.2,115,188.64
736.598,2793.78,115,188.64
734.625,2809.61,115,188.133
734.625,2844.13,115,188.133
735.064,2861.04,115,188.246
733.779,2969.71,115,187.915
735.977,2970.87,115,188.48
727.047,3081.9,115,186.186
727.775,3083.12,115,186.373
731.804,3145.52,115,187.408
731.113,3237.7,115,187.23
727.91,3277.56,115,186.407
729.842,3621.48,115,186.904
721.953,3698.4,115,184.877
721.625,3387.73,115,184.792
722.051,3370.76,115,184.902
721.529,3352.95,115,184.768
721.629,3345.25,115,184.793
721.011,3335.92,115,184.635
720.29,3318.03,115,184.45
716.72,3296.66,115,183.532
717.024,3283.48,115,183.61
712.509,3272.33,115,182.45
712.611,3247.64,115,182.477
696.758,1851.36,115,178.403
694.75,1683.33,115,177.887
692.366,1668.95,115,177.275
697.259,1682.09,115,178.532
696.094,1602.5,115,178.232
693.295,1533.78,115,177.513
683.88,1469.97,115,175.094
680.891,1419.46,115,174.326
670.908,1353.39,115,171.761
667.104,1316.85,115,170.784
665.723,1216.44,115,170.429
664.444,1173.13,115,170.1
655.934,1156.18,117.01,166.155
646.903,1119.74,122.503,159.3
648.613,1093.61,126.336,156.448
643.849,1066.71,130.534,151.965
641.246,1042.63,134.287,148.385
641.246,1029.85,136.214,146.811
568.323,1028.33,141.021,130.084
397.464,997.226,156.667,100.681
358.716,995.698,170.962,100.556
336.139,1012.8,175.71,101.966
310.872,1019.26,183.874,102.499
310.872,1045.02,179.167,104.627
306.711,1058.21,178.404,105.718
290.593,1075.38,181.856,107.138
285.595,1109.7,178.104,109.985
285.595,1154.83,170.48,113.736
283.083,1140.46,174.028,112.54
279.729,1201.7,170.625,115
276.643,1254.01,172.053,115
276.344,1248.17,172.191,115
273.405,1289.39,173.55,115
272.255,1310.4,174.082,115
282.964,1366.28,169.129,115
292.732,1424.48,164.612,115
312.37,2737.15,155.529,115
336.243,2721.09,144.487,115
361.012,2707.07,133.032,115
394.761,2704.48,117.423,115
534.216,2692.46,115,136.639
529.253,2684,115,135.364
530.54,2673.37,115,135.694
536.66,2651.57,115,137.267
533.379,2632.79,115,136.424
533.379,2620.76,115,136.424
528.417,2626.94,115,135.149
525.937,2621.84,115,134.512
525.562,2611.41,115,134.415
525.419,2589.5,115,134.378
519.655,2585.38,115,132.897
515.935,2570.4,115,131.942
513.849,2557.38,115,131.406
513.716,2560.63,115,131.371
516.963,2549.37,115,132.206
518.077,2540.19,115,132.492
510.68,2522.96,115,130.591
510.186,2510.94,115,130.464
506.149,2486.62,115,129.427
504.756,2473.78,115,129.069
507.088,2466.4,115,129.668
497.636,2460.02,115,127.24
499.681,2449.48,115,127.765
499.681,2437.32,115,127.765
498.654,2429.33,115,127.501
492.513,2419.49,115,125.923
492.578,2413.76,115,125.94
490.091,2401.58,115,125.301
488.131,2378.17,115,124.798
487.258,2365.41,115,124.573
490.007,2356.28,115,125.279
485.999,2348.28,115,124.25
478.707,2329.55,115,122.376
479.752,2320.64,115,122.645
474.782,2302.6,115,121.368
472.253,2291.44,115,120.718
468.487,2286.18,115,119.75
472.238,2267.83,115,120.714
469.113,2262.81,115,119.911
464.547,2243.98,115,118.738
464.744,2240.39,115,118.788
459.689,2222.85,115,117.49
458.746,2207.4,115,117.247
455.763,2193.5,115,116.481
455.267,2183.51,115,116.353
450.368,2182.29,115,115.095
450.53,2167.39,115,115.136
450.64,2147.55,115,115.165
442.875,2131.85,115,115
441.156,2119.82,115,115
444.036,2117.39,115,115
440.644,2104.08,115,115
434.7,2085.37,115,115
431.449,2078.36,115,115
435.141,2075.06,115,115
428.464,2059.73,115,115
427.878,2047.07,115,115
427.878,2034.91,115,115
422.834,2033.4,115,115
422.834,2021.38,115,115
426.351,2021.45,115,115
424.545,2008.4,115,115
425.332,1997.3,115,115
414.522,1990.39,115,115
415.903,1972.41,115,115
416.251,1965.03,115,115
410.024,1945.37,115,115
408.297,1933.34,115,115
403.557,1928.94,115,115
401.742,1916.91,115,115
399.484,1897.38,115.239,115
398.879,1884.33,115.518,115
394.64,1880.44,117.479,115
392.221,1864.1,118.598,115
386.945,1855.39,121.038,115
386.352,1835.74,121.312,115
389.055,1832.48,120.062,115
388.275,1819.49,120.423,115
386.651,1813.53,121.174,115
382.336,1795.17,123.17,115
382.336,1784.13,123.17,115
381.921,1782.39,123.362,115
375.999,1775.77,126.101,115
378.887,1762.06,124.765,115
373.12,1743.16,127.432,115
370.351,1731,128.713,115
372.315,1728.57,127.804,115
373.216,1713.37,127.388,115
367.08,1695.83,130.225,115
365.583,1686.65,130.918,115
362.202,1673.81,132.482,115
360.74,1660.1,133.158,115
358.624,1653.19,134.136,115
357.956,1629.41,134.445,115
349.872,1628.65,138.184,115
351.767,1614.3,137.308,115
354.55,1587.61,136.021,115
349.155,1580.63,138.516,115
340.829,1572.19,142.367,115
342.972,1558.71,141.375,115
342.221,1545.86,141.723,115
346.188,1525.52,139.888,115
344.638,1511.5,140.605,115
336.784,1502.33,144.237,115
340.532,1485.95,142.504,115
336.349,1468.48,144.439,115
324.903,1457.73,149.732,115
332.702,1442.17,146.125,115
339.5,1430.47,142.981,115
346.398,1412.62,139.791,115
737.213,1409.41,115,188.798
1163.16,1392.48,115,298.242
1472.07,1384.61,115,300
1748.95,1367.25,115,300
1749.79,1338.46,115,300
1353.22,1327.33,115,300
1115.6,1309.86,115,286.022
1113.98,1289.47,115,285.606
835.483,1276.5,115,214.048
726.511,1251.88,115,186.048
726.511,1233.2,115,186.048
665.626,1224.75,115,170.404
663.836,1207.9,115,169.944
628.686,1216.11,115,160.912
615.786,1206.72,115,157.598
611.044,1196.03,115,156.379
622.584,1186.3,115,159.344
658.768,1174.1,115,168.642
661.457,1161.17,116.263,168.198
682.729,1157.03,116.732,173.073
697.1,1128.11,120.32,172.797
710.03,1124.74,120.487,175.536
701.236,1125.28,120.597,173.436
709.876,1113.41,121.862,173.93
719.635,1100.56,123.116,174.516
719.457,1099.75,123.217,174.359
715.34,1101.6,123.125,173.621
724.373,1097.18,123.358,175.185
721.044,1086.96,124.65,172.946
720.06,1087.11,124.669,172.731
735.875,1091.8,123.574,177.189
745.761,1092.72,123.134,179.698
733.788,1083.88,124.52,175.553
730.493,1083.46,124.693,174.707
742.516,1076.08,125.016,176.505
736.444,1077.37,125.129,175.251
736.328,1074.47,125.45,174.807
741.336,1077.98,124.862,176.5
746.669,1077.63,124.681,177.714
741.412,1082.7,124.354,177.202
740.387,1083.15,124.346,177.022
751.717,1082.54,123.972,179.633
751.891,1098.63,122.32,182.042
758.912,1103.97,121.567,184.533
751.558,1102.6,121.923,182.546
746.71,1118.47,120.407,183.69
750.158,1131.7,118.961,186.483
759.08,1140.28,117.957,189.981
753.305,1152.13,116.824,190.287
748.154,1155.81,116.482,189.523
755.427,1168.73,115.129,193.289
747.973,1195.15,115,191.563
752.055,1205.77,115,192.611
759.755,1238.17,115,194.59
743.065,1237.55,115,190.302
742.105,1290.74,115,190.055
752.008,1332.53,115,192.599
751.722,1351.77,115,192.526
747.344,1400.17,115,191.401
747.555,1481.18,115,191.455
749.662,1480.05,115,191.997
739.048,1562.68,115,189.269
736.166,1609.91,115,188.529
734.773,1693.3,115,188.171
737.428,1778.9,115,188.853
734.694,1772.12,115,188.15
735.693,4004.85,115,188.407
734.505,3980.85,115,188.102
732.767,3969.37,115,187.655
733.709,3958.42,115,187.897
730.278,3704.28,115,187.016
735.211,3685.99,115,188.283
734.029,3671.23,115,187.98
728.059,3659.78,115,186.446
727.739,3645.04,115,186.363
728.049,3625.03,115,186.443
724.467,3614.05,115,185.523
722.554,3589.34,115,185.031
722.128,3582.79,115,184.922
723.263,3563.57,115,185.213
718.858,3367.94,115,184.082
718.961,3312.34,115,184.108
718.39,3300.82,115,183.961
715.593,1046.45,129.638,166.003
715.041,1035.29,130.987,164.327
710.609,998.99,135.608,158.318
711.651,980.704,137.711,156.031
711.651,965.736,139.495,153.973
707.029,954.801,141.237,151.494
703.984,945.503,142.665,149.589
701.185,930.582,144.786,146.989
699.663,916.997,146.632,144.847
691.798,906.627,148.832,141.871
699.63,899.095,148.855,142.434
695.461,888.539,150.68,140.194
691.178,868.344,153.785,136.676
691.838,864.542,154.18,136.3
683.748,871.459,154.367,135.648
678.023,853.388,157.524,132.199
678.023,838.449,159.51,130.266
666.891,867.789,157.092,131.915
667.377,3071.28,115,170.854
652.531,3030.24,115,167.039
652.889,3015.74,115,167.131
649.664,3000.12,115,166.303
647.652,774.324,173.293,116.724
645.258,766.265,174.89,115.326
642.549,752.348,177.424,113.173
636.467,2943.03,115,162.912
633.037,2928.9,115,162.03
632.782,2925.58,115,161.965
629.475,2899.92,115,161.115
624.8,2883.21,115,159.914
624.8,2869.07,115,159.914
622.98,2874.15,115,159.446
619.215,671.877,194.355,99.8933
609.477,641.663,201.341,94.9779
607.429,663.92,198.216,97.1982
600.828,2809.49,115,153.755
593.961,2791.52,115,151.99
593.961,2778.27,115,151.99
593.09,2778.29,115,151.766
588.961,2772.59,115,150.705
586.047,2758.07,115,149.956
583.072,2743.94,115,149.192
580.527,2726.26,115,148.538
576.486,2715.04,115,147.5
573.165,2708.53,115,146.647
564.326,2686.98,115,144.376
568.697,2681.33,115,145.499
565.024,2665.86,115,144.555
561.124,2653.47,115,143.553
556.887,2637.61,115,142.464
549.178,2628.1,115,140.483
548.066,2609.22,115,140.198
544.217,2596.79,115,139.208
544.217,2584.54,115,139.208
544.173,2584.19,115,139.197
538.276,2573.37,115,137.682
539.886,2564.24,115,138.096
534.63,2542.04,115,136.745
531.833,2528.89,115,136.026
524.283,2522.31,115,134.087
523.966,2503.45,115,134.005
515.614,2497.32,115,131.859
514.858,2484.85,115,131.665
511.315,2480.65,115,130.755
501.933,2460.14,115,128.344
502.06,2448.29,115,128.377
498.685,2442.86,115,127.509
479.705,2433.84,115,122.633
270.355,2418.74,174.961,115
252.273,2399.77,183.324,115
227.953,2391.68,194.572,115
216.142,2374.9,200.034,115
212.062,2364.1,201.921,115
195.365,2348.65,209.644,115
195.133,2325.21,209.751,115
188.942,2312.14,212.615,115
192.686,2297.29,210.883,115
190.633,2287.62,211.832,115
191.424,2270.91,211.466,115
186.539,2254.78,213.725,115
190.507,2255.54,211.891,115
192.97,2242.81,210.751,115
198.837,2242.73,208.038,115
199.165,2242.53,207.886,115
193.582,2242.69,210.468,115
197.404,2233.42,208.701,115
193.606,2232.69,210.457,115
191.557,2230.11,211.405,115
205.378,589.117,274.459,67.4779
210.35,559.37,277.413,65.0909
207.4,536.986,280.376,63.2978
189.968,543.295,281.343,63.803
203.353,523.953,282.268,62.2549
244.129,545.686,275.691,63.9945
413.711,561.837,256.486,65.2887
402.378,2149.87,115,115
392.448,2138.47,118.493,115
381.766,2117.43,123.433,115
377.089,2109.82,125.597,115
375.317,2082.19,126.416,115
369.491,2072.19,129.11,115
367.01,2066.51,130.258,115
363.994,2050.93,131.653,115
363.03,2042.27,132.098,115
359.672,2028.62,133.652,115
359.672,2016.02,133.652,115
356.261,2022.86,135.229,115
352.432,2009.4,137,115
347.89,1985.95,139.101,115
347.486,1979.25,139.288,115
344.227,1966.66,140.795,115
346.243,1965.36,139.862,115
337.013,1955.67,144.132,115
335.138,1938.14,144.999,115
333.427,1923.93,145.79,115
327.327,1914.4,148.611,115
329.099,1906.05,147.792,115
321.746,1891.26,151.193,115
325.608,1880.89,149.406,115
324.676,1867.97,149.837,115
324.676,1855.82,149.837,115
315.379,1856.76,154.137,115
315.747,1852.98,153.967,115
316.972,1838.69,153.4,115
313.469,1841.67,155.021,115
306.441,1859.62,158.271,115
304.293,2012.51,159.264,115
288.118,1994.42,166.746,115
304.561,1984.81,159.14,115
309.729,1975.28,156.75,115
314.022,1957.05,154.765,115
620.701,1948.04,115,158.861
1113.02,1929.03,115,285.359
1602.65,1918.77,115,300
1699.98,1903.95,115,300
1949.98,1885.4,115,300
1948.27,1864.21,115,300
1617.02,1865.13,115,300
1246.91,1845.53,115,300
1068.06,1613.63,115,273.808
870.115,1586.49,115,222.946
756.979,1565.24,115,193.876
755.11,1546.98,115,193.396
671.674,1523.59,115,171.958
639.324,1510.52,115,163.646
653.762,1497.72,115,167.355
656.168,1482.48,115,167.974
655.602,1470.17,115,167.828
673.002,1457.12,115,172.299
698.445,1440.29,115,178.837
693.627,1432.23,115,177.599
705.877,1416.35,115,180.746
721.239,1399.53,115,184.693
706.425,1379.34,115,180.887
713.875,1376.03,115,182.801
719.146,1356.73,115,184.155
729.675,1336.77,115,186.861
727.749,1324.54,115,186.366
717.063,1311.58,115,183.62
716.966,1297.26,115,183.595
732.194,1274.01,115,187.508
722.014,1265.35,115,184.893
727.132,1248.28,115,186.208
726.683,1234.21,115,186.092
734.316,1236.88,115,188.053
731.611,1232.76,115,187.358
747.822,1253.38,115,191.524
754.028,1747.12,115,193.118
745.363,1746.42,115,190.892
742.874,1754.89,115,190.252
737.284,1749.45,115,188.816
735.665,1756.8,115,188.4
735.138,1951.55,115,188.265
736.492,2094.22,115,188.613
736.603,2080.45,115,188.641
747.006,2068.01,115,191.314
746.682,2053.41,115,191.231
741.102,2054.07,115,189.797
738.18,2047.11,115,189.046
738.817,2054.05,115,189.21
735.067,2057.67,115,188.246
727.332,2151.87,115,186.259
734.952,2152.23,115,188.217
729.862,2137.7,115,186.909
729.147,2131.07,115,186.725
738.676,2122.98,115,189.174
730.015,2091.27,115,186.948
730.165,2088.59,115,186.987
735.457,2103.71,115,188.346
733.754,2107.7,115,187.909
733.283,2109.35,115,187.788
733.283,2115.88,115,187.788
735.767,2123.75,115,188.426
736.27,2239.94,115,188.555
734.284,2970.98,115,188.045
733.398,2993,115,187.817
736.038,2983.3,115,188.496
725.204,2968.61,115,185.712
729.57,2952.79,115,186.834
734.937,2944.59,115,188.213
726.073,2925.19,115,185.935
726.058,2910.47,115,185.932
733.22,2909.78,115,187.772
729.748,2896.68,115,186.88
723.527,2880.18,115,185.281
730.219,2868.59,115,187.001
726.423,2849.7,115,186.025
724.441,2836.64,115,185.516
723.528,2822.02,115,185.281
723.151,2810.62,115,185.185
722.961,2796,115,185.136
717.01,2781.31,115,183.607
715.83,2809.02,115,183.303
717.772,2829.63,115,183.802
717.772,3322.38,115,183.802
719.889,3328.87,115,184.347
717.698,3353.45,115,183.783
717.021,3362.9,115,183.61
716.854,3390.33,115,183.567
710.981,3394.56,115,182.057
708.324,3389.97,115,181.375
711.048,3360.75,115,182.075
704.2,1533.41,115,180.315
703.276,1478.36,115,180.078
695.063,1476.66,115,177.968
691.389,1412.94,115,177.024
694.338,1401.83,115,177.781
689.964,1346.99,115,176.657
693.294,1316.99,115,177.513
693.294,1258.84,115,177.513
688.803,1258.84,115,176.359
679.321,1222.25,115,173.923
676.697,1182.58,115,173.248
676.44,1145.26,118.372,169.926
669.549,1105.66,123.953,163.049
668.123,1094.6,125.537,161.272
661.791,1068.04,129.523,156.35
659.304,1045.39,132.873,152.886
651.422,1013.49,137.972,147.074
634.606,976.433,144.818,138.814
621.621,957.515,148.932,133.77
615.262,951.642,150.478,131.736
613.087,943.662,151.982,130.348
609.388,942.811,152.492,129.477
607.201,935.872,153.855,128.221
601.395,927.094,155.923,126.017
591.815,953.222,152.47,126.975
582.566,942.737,155.198,123.869
569.683,949.674,155.234,121.925
568.736,944.601,156.248,121.183
559.97,945.72,156.914,119.467
555.876,961.604,154.342,120.27
545.282,965.093,154.648,118.373
544.952,974.492,152.869,119.265
539.709,975.767,153.074,118.264
533.677,995.615,149.671,118.948
526.628,1001.77,148.978,118.006
522.832,1024.59,144.635,119.4
518.883,1011.31,147.607,117.218
517.532,1034.37,142.97,119.15
517.839,1018.55,146.196,117.686
507.988,1035.65,143.276,117.094
504.07,1035.84,143.469,116.217
500.898,1023.38,146.307,114.329
501.557,2785.68,115,128.247
497.904,2773.37,115,127.309
497.203,2754.81,115,127.129
493.141,2752.25,115,126.085
489.666,2730.62,115,125.192
487.368,2710.47,115,124.602
482.949,2699.32,115,123.466
481.432,2688.53,115,123.076
478.148,2665.17,115,122.232
472.355,2652.17,115,120.744
471.188,2641.38,115,120.444
465.606,2636.53,115,119.01
462.425,2624.73,115,118.193
462.076,2625.61,115,118.103
457.531,2603.6,115,116.935
455.739,2591.79,115,116.475
448.607,2595.15,115,115
446.275,2583.39,115,115
449.37,2564.22,115,115
443.116,2566.04,115,115
443.116,2554.28,115,115
437.851,2557.58,115,115
435.941,2519.2,115,115
432.125,2531.68,115,115
433.421,2519.56,115,115
428.564,2504.96,115,115
426.163,2489.15,115,115
426.163,2477.39,115,115
426.021,2473.36,115,115
423.223,2453.21,115,115
417.352,2444.61,115,115
417.621,2432.36,115,115
410.309,2418.79,115,115
406.651,2407.03,115,115
407.713,2394.21,115,115
402.269,2381.28,115,115
401.198,2376.47,115,115
398.568,2373.94,115.662,115
394.112,2374.22,117.723,115
391.405,2355.93,118.975,115
389.484,2341.99,119.864,115
383.967,2329.29,122.415,115
382.738,2318.54,122.984,115
381.311,2294.52,123.644,115
379.461,2285.33,124.499,115
370.681,2274.09,128.56,115
368.68,2264.74,129.485,115
366.06,2247.32,130.697,115
370.153,2241.74,128.804,115
362.228,2237.32,132.469,115
359.005,2226.08,133.96,115
355.724,2183.14,135.477,115
355.254,2191.63,135.695,115
351.694,2187.04,137.341,115
347.499,2166.37,139.282,115
341.399,2159.08,142.103,115
336.187,2158.19,144.513,115
333.598,2145.61,145.711,115
338.383,2150.2,143.498,115
337.166,2266.92,144.061,115
329.237,2203.67,147.728,115
328.643,2237.9,148.003,115
328.25,2267.91,148.184,115
322.858,2485.29,150.678,115
315.822,2475.08,153.932,115
318.686,2456.55,152.608,115
314.406,2442.87,154.587,115
312.91,2399.81,155.279,115
308.34,2378.21,157.393,115
302.749,2349.04,159.978,115
298.862,2321.92,161.776,115
299.433,2314.4,161.512,115
293.036,2294.88,164.471,115
294.494,2261.57,163.797,115
297.626,2244.35,162.348,115
314.974,2215.18,154.324,115
462.787,2197.04,115,118.286
760.791,2169.6,115,194.856
1124.44,2153.69,115,288.293
1324.73,2162.63,115,300
1407.68,2151.84,115,300
1329.79,2161.64,115,300
1052.14,2203.92,115,269.716
1050.31,2228.1,115,269.247
849.239,2142.8,115,217.582
757.848,1880.29,115,194.1
696.194,1734.22,115,178.258
653.499,1710.13,115,167.288
634.244,1737.37,115,162.34
624.957,1755.64,115,159.954
644.106,1757.99,115,164.875
657.697,1665.45,115,168.367
675.33,1693.56,115,172.897
722.331,1674.92,115,184.974
724.233,1675.43,115,185.463
723.542,1611.05,115,185.285
732.37,1599.59,115,187.553
726.339,1555.9,115,186.004
725.251,1524.68,115,185.724
724.889,1513.3,115,185.631
724.889,1487.75,115,185.631
726.115,1486.9,115,185.946
730.977,1464.45,115,187.196
738.091,1443.38,115,189.023
738.867,1416.99,115,189.223
742.712,1391.65,115,190.211
751.985,1378.99,115,192.593
742.919,1368.86,115,190.264
735.267,1344.89,115,188.298
750.563,1313.16,115,192.228
742.154,1326.56,115,190.067
742.397,1311.76,115,190.13
748.73,1290.61,115,191.757
738.958,1274.19,115,189.246
737.753,1259.17,115,188.937
738.548,1252.84,115,189.141
748.724,1233.22,115,191.755
740.774,1224.47,115,189.713
739.846,1207.2,115,189.474
741.539,1196.36,115,189.909
754.563,1182.24,115,193.256
750.993,1155.95,116.449,190.266
743.288,1146.52,117.501,186.934
752.605,1133.44,118.742,187.349
752.93,1115.58,120.559,184.792
753.117,1084.38,123.73,180.239
752.536,1070.81,125.135,178.104
748.878,1058.67,126.552,175.465
756.003,1058.92,126.175,177.164
754.964,1044.05,127.723,174.731
746.946,1027.79,129.863,170.52
753.918,1020.53,130.156,171.034
754.261,1021.7,130.016,171.283
759.079,1008.07,131.044,170.352
747.658,1056.14,126.875,174.813
758.608,1057.89,126.149,177.619
750.399,1059.57,126.385,175.952
750.582,1103.51,121.859,182.442
758.966,1531.72,115,194.387
748.543,1498.7,115,191.709
750.615,1452.44,115,192.241
753.164,2129.71,115,192.896
756.737,2548.88,115,193.814
747.132,2103.67,115,191.346
746.508,2113.89,115,191.186
742.191,2500.36,115,190.077
741.47,2485.15,115,189.892
738.433,2545.21,115,189.111
742.334,3061.05,115,190.114
736.424,3040.93,115,188.595
729.048,3016.06,115,186.7
736.779,3004.13,115,188.686
737.288,2995,115,188.817
729.368,2984,115,186.782
734.382,2979.49,115,188.07
727.93,2971.44,115,186.413
727.864,2961.21,115,186.396
725.436,2962.36,115,185.772
727.566,2980.75,115,186.319
720.551,2974.72,115,184.517
721.822,2985.01,115,184.843
719.112,2989.63,115,184.147
707.913,2989.07,115,181.269
709.471,3007.48,115,181.67
706.252,3011.25,115,180.843
713.836,1477.01,115,182.791
699.542,1420.18,115,179.118
699.425,1374.8,115,179.088
697.004,1327.61,115,178.466
690.102,1278.78,115,176.693
690.046,1236.7,115,176.678
680.762,1207.19,115,174.293
674.829,1159.34,116.461,171.368
673.405,1131.75,120.262,167.395
670.244,1096.06,125.263,161.972
665.346,1092.96,125.86,160.392
661.369,1049.47,132.18,153.882
660.132,1022.25,136.122,150.136
655.253,1002.83,139.245,146.59
647.081,988.403,141.982,142.99
641.295,969.028,145.357,139.35
633.092,950.67,148.906,135.374
627.808,942.104,150.753,133.237
618.626,957.011,149.294,133.077
614.713,957.107,149.647,132.259
607.443,954.687,150.731,130.44
609.016,937.073,153.47,128.736
605.467,939.247,153.475,128.249
609.817,942.3,152.532,129.507
605.473,952.3,151.314,129.75
604.819,944.3,152.704,128.694
605.473,936.3,153.963,127.912
613.121,939.3,152.686,129.847
609.773,954.3,150.572,130.888
609.773,936.3,153.519,128.803
605.473,944.3,152.638,128.831
602.475,939.3,153.772,127.633
610.47,935.3,153.61,128.832
609.773,944.3,152.21,129.73
604.819,946.3,152.372,128.923
605.775,938.3,153.601,128.204
605.473,939.3,153.466,128.256
604.819,936.3,154.03,127.776
604.819,954.3,151.045,129.842
606.774,938.3,153.498,128.412
603.474,949.3,152.006,128.985
603.474,950.3,151.839,129.1
610.772,941.3,152.6,129.59
605.819,950.3,151.611,129.593
606.472,947.3,152.043,129.385
602.82,938.3,153.903,127.59
605.819,946.3,152.273,129.133
603.474,947.3,152.338,128.756
606.423,947.3,152.048,129.374
613.469,941.3,152.327,130.153
606.472,931.3,154.685,127.544
610.772,938.3,153.089,129.243
606.472,941.3,153.034,128.694
605.819,947.3,152.108,129.248
608.471,932.3,154.31,128.072
608.471,951.3,151.189,130.266
608.817,947.3,151.813,129.877
604.474,951.3,151.576,129.425
610.47,948.3,151.486,130.339
610.47,943.3,152.303,129.759
610.47,939.3,152.957,129.296
609.773,939.3,153.028,129.151
605.473,940.3,153.301,128.371
605.473,943.3,152.804,128.716
609.817,943.3,152.369,129.623
609.817,934.3,153.841,128.581
609.817,940.3,152.86,129.276
